Time	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8
817	76.95	73.18	55.88	36.30	32.80	29.15	26.32	22.39
818	76.88	73.27	56.03	36.41	32.82	29.17	26.35	22.38
819	76.91	73.18	56.01	36.30	32.75	29.17	26.31	22.36
820	76.89	73.22	55.63	36.25	32.75	29.15	26.26	22.36
821	76.94	73.26	55.91	36.62	32.69	29.17	26.28	22.38
822	76.88	73.29	55.74	36.46	32.70	29.19	26.38	22.39
823	76.91	73.20	55.26	36.45	32.76	29.22	26.46	22.40
824	76.61	72.87	55.29	36.53	32.80	29.29	26.53	22.38
825	75.20	72.21	56.15	36.99	33.01	29.31	26.49	22.39
826	74.89	72.06	56.50	37.37	33.19	29.32	26.52	22.38
827	75.55	72.70	56.70	37.65	33.12	29.33	26.56	22.38
828	76.07	73.17	56.83	37.39	33.19	29.32	26.59	22.39
829	76.43	73.39	56.37	37.19	33.17	29.34	26.57	22.36
830	76.66	73.27	56.30	37.13	33.04	29.33	26.50	22.39
831	76.82	73.41	56.47	37.05	32.94	29.34	26.54	22.39
832	76.89	73.45	56.12	36.68	32.92	29.37	26.60	22.39
833	76.89	73.39	55.91	36.48	32.90	29.38	26.60	22.38
834	76.86	73.34	56.19	36.58	33.02	29.39	26.56	22.36
835	76.86	73.33	55.74	36.54	32.99	29.39	26.53	22.35
836	76.75	73.46	56.24	36.57	32.98	29.39	26.52	22.34
837	76.94	73.40	56.66	36.55	32.98	29.39	26.54	22.37
838	77.05	73.48	56.40	36.47	33.06	29.41	26.60	22.37
839	77.12	73.56	56.28	36.30	33.02	29.44	26.60	22.36
840	77.18	73.23	55.80	36.20	33.00	29.44	26.59	22.35
841	77.09	73.24	55.77	36.04	32.92	29.43	26.57	22.34
842	76.79	73.30	55.69	35.76	32.86	29.43	26.58	22.33
843	76.65	73.08	55.28	35.64	32.81	29.46	26.54	22.34
844	76.80	73.54	54.97	35.62	32.80	29.46	26.51	22.32
845	76.92	73.29	54.84	36.19	32.86	29.47	26.49	22.34
846	77.10	73.70	55.40	36.32	32.86	29.46	26.49	22.35
847	77.29	73.65	55.12	35.74	32.76	29.48	26.50	22.36
848	77.09	73.20	54.67	35.66	32.78	29.51	26.51	22.36
849	75.81	72.50	54.35	35.70	32.76	29.51	26.49	22.38
850	75.51	72.57	54.55	35.91	32.86	29.51	26.53	22.39
851	75.62	72.75	55.62	36.55	32.89	29.52	26.60	22.39
852	76.27	73.36	56.00	36.44	32.82	29.53	26.66	22.40
853	76.24	72.47	55.25	36.34	32.83	29.57	26.70	22.41
854	75.93	72.96	54.97	36.38	32.83	29.58	26.71	22.40
855	75.77	72.54	55.51	36.91	32.81	29.58	26.70	22.42
856	75.96	73.34	56.04	37.32	32.78	29.58	26.72	22.43
857	76.06	73.46	56.44	37.34	32.94	29.61	26.79	22.43
858	76.21	73.60	55.66	37.18	33.07	29.66	26.88	22.42
859	76.61	73.89	55.57	37.02	33.11	29.66	26.86	22.43
860	77.10	73.87	55.94	36.91	33.10	29.64	26.74	22.40
861	77.28	73.83	55.83	36.37	33.11	29.64	26.68	22.40
862	77.30	74.08	56.24	36.24	33.15	29.66	26.68	22.40
863	77.57	74.11	55.99	36.42	33.26	29.70	26.68	22.38
864	77.70	74.19	56.01	36.89	33.37	29.74	26.71	22.39
865	77.77	74.16	56.34	36.94	33.47	29.75	26.69	22.40
866	77.73	73.59	55.71	36.98	33.69	29.77	26.69	22.38
867	76.81	73.42	56.20	37.31	33.67	29.78	26.72	22.39
868	76.45	73.83	56.87	37.46	33.61	29.79	26.73	22.40
869	76.96	74.10	56.98	37.68	33.57	29.79	26.70	22.39
870	77.32	74.07	56.43	37.10	33.40	29.80	26.79	22.40
871	77.46	74.24	56.55	36.79	33.40	29.82	26.86	22.42
872	77.54	74.29	56.70	36.82	33.38	29.82	26.83	22.42
873	77.40	74.02	56.74	36.90	33.34	29.82	26.82	22.43
874	77.30	74.11	56.38	36.48	33.30	29.85	26.90	22.44
875	76.98	73.96	56.19	36.45	33.38	29.85	26.90	22.45
876	77.34	74.21	56.33	36.35	33.37	29.86	26.85	22.44
877	77.63	74.42	56.76	36.33	33.42	29.85	26.86	22.42
878	77.81	74.39	56.35	36.58	33.56	29.86	26.85	22.43
879	77.84	74.42	56.57	36.74	33.54	29.85	26.81	22.40
880	77.58	74.59	57.00	36.55	33.55	29.85	26.77	22.40
881	77.47	74.46	57.32	36.60	33.44	29.85	26.74	22.42
882	77.65	74.60	57.39	36.59	33.32	29.84	26.75	22.40
883	77.74	74.33	56.90	36.29	33.19	29.84	26.72	22.38
884	77.78	74.40	57.16	36.07	33.17	29.86	26.71	22.39
885	77.87	74.48	56.57	36.04	33.24	29.88	26.75	22.38
886	77.98	74.52	56.59	35.77	33.23	29.90	26.79	22.39
887	78.11	74.34	56.41	35.78	33.28	29.90	26.83	22.41
888	78.03	74.17	56.53	36.13	33.41	29.92	26.87	22.42
889	77.99	74.29	56.67	36.49	33.39	29.93	26.81	22.39
890	78.16	74.56	57.18	36.70	33.47	29.92	26.82	22.39
891	78.19	74.62	57.22	37.21	33.51	29.93	26.83	22.41
892	78.21	74.61	57.73	37.60	33.54	29.96	26.82	22.42
893	78.21	74.57	57.80	37.61	33.54	30.00	26.82	22.41
894	78.22	74.56	57.84	37.64	33.52	30.00	26.84	22.43
895	78.14	74.56	57.88	37.77	33.54	30.01	26.86	22.42
896	78.05	74.51	57.95	37.62	33.48	30.01	26.91	22.42
897	77.98	74.52	57.26	37.63	33.62	30.03	26.94	22.42
898	78.03	74.62	57.57	37.64	33.67	30.04	26.97	22.43
899	78.11	74.41	56.97	37.71	33.64	30.05	26.97	22.42
900	78.19	74.43	57.23	38.04	33.65	30.09	26.94	22.41
901	78.19	73.96	56.79	38.25	33.73	30.10	26.93	22.42
902	78.02	74.27	57.39	37.95	33.79	30.11	26.96	22.41
903	77.90	74.60	57.49	37.81	33.72	30.08	27.00	22.40
904	78.15	74.62	57.02	37.94	33.67	30.09	27.04	22.41
905	78.19	74.85	57.64	37.88	33.63	30.11	27.05	22.42
906	78.43	74.94	58.05	37.70	33.68	30.13	27.05	22.39
907	78.47	74.85	57.09	37.58	33.75	30.15	26.99	22.39
908	78.47	74.56	56.96	37.74	33.85	30.16	26.99	22.39
909	77.77	74.32	57.26	37.65	33.84	30.19	27.04	22.40
910	78.04	74.80	57.70	37.39	33.90	30.20	27.09	22.41
911	78.23	74.98	57.87	37.47	33.85	30.22	27.11	22.38
912	78.35	74.95	57.78	37.66	34.07	30.26	27.15	22.38
913	78.46	75.03	57.67	37.93	34.09	30.29	27.10	22.37
914	78.11	74.81	57.47	38.10	34.32	30.30	27.10	22.39
915	78.43	75.26	58.10	38.74	34.35	30.30	27.13	22.40
916	78.56	75.23	58.33	39.07	34.33	30.31	27.08	22.39
917	78.68	75.28	58.39	38.79	34.24	30.32	27.06	22.39
918	78.73	75.08	57.73	38.26	34.23	30.33	27.09	22.41
919	78.71	75.14	58.06	38.00	34.24	30.34	27.09	22.42
920	78.68	75.13	58.21	37.71	34.12	30.34	27.06	22.40
921	78.48	74.69	57.58	37.31	34.24	30.33	27.07	22.41
922	77.30	74.28	57.09	37.84	34.25	30.35	27.11	22.40
923	77.84	75.01	57.69	37.56	34.20	30.39	27.22	22.41
924	78.36	75.22	58.13	37.66	34.15	30.40	27.36	22.42
925	78.54	75.27	57.73	37.88	34.13	30.41	27.40	22.42
926	78.34	75.32	57.45	38.05	34.01	30.39	27.37	22.43
927	77.96	75.42	57.57	38.06	33.97	30.40	27.36	22.43
928	78.33	75.38	57.90	38.23	34.04	30.41	27.36	22.43
929	78.27	75.23	58.05	38.45	34.01	30.41	27.35	22.40
930	78.27	74.99	57.80	38.47	34.28	30.43	27.34	22.40
931	78.12	74.66	57.66	38.84	34.39	30.45	27.32	22.41
932	78.36	75.10	57.34	39.11	34.39	30.45	27.36	22.38
933	78.46	75.17	57.79	39.37	34.41	30.47	27.43	22.37
934	77.63	75.14	57.55	39.23	34.49	30.47	27.40	22.36
935	78.10	75.29	57.04	39.52	34.51	30.46	27.39	22.36
936	78.49	75.03	57.70	39.71	34.61	30.47	27.38	22.34
937	78.60	75.43	57.68	38.76	34.41	30.45	27.29	22.32
938	78.79	75.47	57.82	38.02	34.28	30.44	27.29	22.31
939	78.80	75.49	57.71	37.57	34.21	30.45	27.27	22.30
940	78.80	75.45	57.20	37.67	34.26	30.47	27.24	22.33
941	78.84	75.42	57.62	37.81	34.20	30.50	27.23	22.33
942	78.94	75.54	58.22	37.66	34.20	30.50	27.23	22.34
943	78.99	75.51	58.31	37.73	34.17	30.51	27.24	22.35
944	78.93	75.33	57.59	37.34	34.07	30.51	27.22	22.37
945	78.98	75.51	57.12	36.98	34.03	30.51	27.19	22.37
946	79.08	75.50	57.59	37.14	33.99	30.52	27.18	22.35
947	79.11	75.39	57.38	37.54	34.12	30.54	27.18	22.36
948	78.99	75.32	58.01	37.55	34.15	30.57	27.19	22.36
949	78.93	75.51	58.16	37.23	34.06	30.56	27.11	22.35
950	78.96	75.50	57.22	37.00	34.11	30.56	27.13	22.37
951	78.83	75.43	57.45	37.25	34.17	30.61	27.21	22.39
952	78.93	75.48	57.21	37.33	34.14	30.66	27.25	22.38
953	79.03	75.57	56.86	37.36	34.34	30.67	27.28	22.38
954	79.09	75.48	56.93	37.92	34.61	30.66	27.29	22.38
955	79.15	75.54	57.34	38.09	34.56	30.66	27.34	22.39
956	79.14	75.67	57.11	38.48	34.64	30.68	27.40	22.39
957	78.77	75.04	57.29	38.94	34.59	30.69	27.42	22.37
958	77.80	74.99	57.96	39.20	34.60	30.69	27.41	22.38
959	78.23	75.61	58.42	38.94	34.63	30.69	27.39	22.37
960	78.71	75.78	58.05	38.27	34.53	30.69	27.36	22.35
961	78.84	75.68	58.21	38.21	34.52	30.72	27.34	22.34
962	78.89	75.83	58.24	38.39	34.54	30.74	27.36	22.35
963	79.03	75.84	58.46	38.33	34.57	30.76	27.45	22.38
964	79.24	75.87	58.61	37.98	34.66	30.77	27.48	22.38
965	78.90	75.14	57.88	37.53	34.82	30.81	27.45	22.39
966	77.59	74.28	57.46	37.57	34.76	30.83	27.48	22.42
967	77.12	74.20	57.20	37.45	34.81	30.81	27.48	22.41
968	77.24	74.91	57.60	37.66	34.81	30.80	27.45	22.39
969	78.20	75.50	57.28	37.54	34.70	30.77	27.38	22.37
970	78.45	75.65	57.12	37.91	34.55	30.77	27.31	22.33
971	78.65	75.88	57.18	37.77	34.49	30.76	27.27	22.32
972	78.89	75.89	57.17	37.58	34.57	30.79	27.28	22.37
973	79.13	75.80	57.12	37.52	34.55	30.83	27.37	22.37
974	79.20	75.95	57.40	37.65	34.58	30.86	27.39	22.36
975	79.22	76.10	57.51	37.53	34.78	30.86	27.41	22.36
976	79.36	76.13	57.38	37.74	34.69	30.84	27.34	22.35
977	79.35	76.11	57.99	37.75	34.56	30.83	27.30	22.36
978	79.27	76.08	57.34	37.61	34.54	30.84	27.31	22.34
979	79.33	75.64	57.36	37.67	34.65	30.84	27.27	22.33
980	79.41	75.52	57.90	37.67	34.65	30.83	27.26	22.32
981	79.54	75.94	58.10	37.77	34.60	30.83	27.28	22.34
982	79.55	76.01	58.39	37.73	34.56	30.85	27.33	22.35
983	79.67	76.11	58.04	37.52	34.58	30.85	27.30	22.35
984	79.83	76.11	57.71	37.64	34.48	30.87	27.35	22.35
985	79.87	76.07	57.70	37.71	34.50	30.89	27.53	22.37
986	79.81	75.90	57.92	37.32	34.75	30.96	27.61	22.39
987	79.22	75.79	57.98	37.63	34.92	30.97	27.61	22.40
988	79.33	76.19	58.46	38.03	35.09	30.97	27.59	22.39
989	79.60	76.25	58.72	38.26	35.08	30.96	27.56	22.38
990	79.78	76.27	58.28	38.04	34.93	30.95	27.52	22.38
991	79.64	75.77	57.91	37.85	34.81	30.96	27.56	22.38
992	79.52	75.89	58.16	37.72	34.81	30.97	27.63	22.38
993	79.68	75.99	58.46	37.69	34.80	31.00	27.66	22.39
994	79.67	75.64	58.08	38.13	34.75	31.07	27.61	22.38
995	78.73	75.62	58.59	38.81	34.84	31.09	27.56	22.36
996	78.78	75.84	58.74	38.61	34.86	31.10	27.58	22.36
997	78.92	76.31	58.68	38.31	34.85	31.10	27.63	22.37
998	79.30	76.44	58.54	38.19	35.02	31.11	27.63	22.38
999	79.52	75.81	58.70	38.87	35.02	31.09	27.61	22.38
1000	78.93	75.82	59.16	38.96	35.06	31.07	27.57	22.36
1001	79.13	76.36	59.13	38.52	35.03	31.07	27.56	22.36
1002	79.48	76.49	58.74	38.28	35.01	31.09	27.57	22.36
1003	79.63	76.50	58.45	38.22	34.99	31.11	27.54	22.37
1004	79.85	76.47	58.88	38.46	35.04	31.11	27.51	22.37
1005	79.92	76.42	58.53	38.18	35.21	31.12	27.48	22.36
1006	79.97	76.42	59.02	37.98	35.23	31.11	27.48	22.37
1007	80.01	76.42	58.68	38.34	35.20	31.12	27.56	22.39
1008	79.99	76.34	58.16	38.28	35.16	31.16	27.67	22.40
1009	80.00	76.09	58.13	38.53	35.19	31.19	27.76	22.39
1010	80.11	76.30	58.68	38.48	35.13	31.19	27.75	22.40
1011	80.08	76.44	58.92	37.87	34.95	31.17	27.74	22.38
1012	79.97	76.57	58.74	37.80	34.88	31.18	27.76	22.40
1013	79.91	76.32	58.61	38.07	35.00	31.22	27.81	22.39
1014	79.96	76.43	59.10	38.44	35.12	31.23	27.75	22.41
1015	80.04	76.55	59.36	38.47	35.08	31.24	27.71	22.38
1016	79.97	76.59	59.34	38.26	35.02	31.22	27.68	22.38
1017	79.81	76.61	59.47	38.19	35.07	31.22	27.69	22.36
1018	79.87	76.52	58.90	38.30	35.04	31.24	27.72	22.37
1019	79.38	76.10	58.91	37.94	35.03	31.24	27.76	22.36
1020	79.53	76.39	59.18	38.02	34.96	31.22	27.86	22.37
1021	79.61	76.52	59.33	37.78	34.85	31.23	27.85	22.36
1022	79.78	76.43	58.91	37.68	34.78	31.24	27.82	22.34
1023	79.90	76.33	58.53	37.58	34.90	31.28	27.85	22.34
1024	79.88	76.23	58.24	37.81	35.11	31.33	27.86	22.35
1025	79.93	76.35	58.28	38.42	35.30	31.36	27.87	22.34
1026	80.01	76.57	58.97	39.11	35.47	31.39	27.85	22.34
1027	80.15	76.75	59.39	39.69	35.50	31.38	27.82	22.35
1028	80.23	76.86	59.72	40.02	35.53	31.39	27.78	22.35
1029	80.28	76.83	59.06	39.65	35.69	31.39	27.79	22.35
1030	79.73	75.80	58.37	39.36	35.79	31.39	27.84	22.36
1031	79.76	76.44	58.44	39.51	35.68	31.41	27.88	22.39
1032	80.05	76.72	58.97	39.54	35.60	31.43	27.94	22.41
1033	79.97	76.91	59.53	39.74	35.55	31.42	27.93	22.42
1034	80.18	76.94	59.80	39.89	35.59	31.43	27.93	22.44
1035	80.31	76.92	59.70	39.91	35.66	31.45	27.98	22.44
1036	80.29	76.87	59.56	39.73	35.70	31.44	28.04	22.43
1037	80.37	76.84	58.96	39.01	35.55	31.50	28.11	22.43
1038	80.35	76.74	58.65	38.63	35.50	31.52	28.11	22.43
1039	80.47	76.99	59.17	38.46	35.48	31.51	28.08	22.41
1040	80.54	77.03	59.05	38.54	35.53	31.54	28.07	22.41
1041	80.50	77.12	59.43	38.77	35.49	31.54	28.00	22.42
1042	80.46	77.30	59.90	39.02	35.42	31.56	28.05	22.41
1043	80.64	77.31	59.92	39.35	35.41	31.55	28.01	22.41
1044	80.68	77.26	60.15	39.42	35.37	31.53	27.95	22.38
1045	80.70	77.21	60.17	39.46	35.37	31.57	27.94	22.37
1046	80.39	77.17	60.28	39.11	35.48	31.59	27.99	22.37
1047	80.43	77.17	59.75	38.91	35.40	31.59	28.03	22.37
1048	80.11	77.11	59.75	39.19	35.50	31.58	27.98	22.38
1049	80.27	77.00	59.23	38.57	35.58	31.58	27.92	22.36
1050	80.27	76.61	59.56	38.26	35.54	31.57	27.87	22.36
1051	80.36	76.93	59.55	38.48	35.59	31.58	27.94	22.34
1052	80.52	77.10	59.25	38.38	35.67	31.63	28.08	22.34
1053	80.60	77.15	59.74	38.33	35.77	31.65	28.08	22.36
1054	80.60	77.10	59.95	38.89	35.82	31.63	28.07	22.36
1055	80.56	77.18	60.29	39.16	35.72	31.64	28.10	22.37
1056	80.65	77.27	59.93	38.89	35.59	31.65	28.14	22.36
1057	80.73	77.26	60.20	38.51	35.46	31.66	28.19	22.36
1058	80.79	77.32	60.25	38.49	35.38	31.64	28.18	22.37
1059	80.74	77.32	60.01	38.91	35.35	31.65	28.17	22.39
1060	80.68	77.27	60.27	39.08	35.36	31.66	28.14	22.38
1061	80.77	77.21	60.32	39.12	35.32	31.68	28.03	22.37
1062	80.79	77.23	60.40	38.87	35.40	31.67	28.06	22.38
1063	80.84	77.31	60.39	38.82	35.35	31.68	28.04	22.36
1064	80.80	77.34	59.87	38.73	35.28	31.66	28.02	22.36
1065	80.70	77.00	59.38	38.85	35.27	31.66	28.06	22.39
1066	80.72	76.85	58.70	39.22	35.30	31.68	28.08	22.39
1067	80.42	76.54	58.76	39.35	35.50	31.72	28.04	22.37
1068	80.73	77.18	59.41	39.74	35.65	31.71	28.01	22.39
1069	80.95	77.32	60.00	39.92	35.64	31.74	28.07	22.41
1070	81.10	77.44	60.35	39.99	35.60	31.77	28.15	22.40
1071	81.16	77.39	60.15	39.81	35.56	31.76	28.12	22.40
1072	81.20	77.54	60.45	39.48	35.45	31.75	28.13	22.39
1073	81.26	77.52	59.28	39.19	35.40	31.77	28.22	22.40
1074	80.98	77.16	58.86	38.52	35.37	31.79	28.35	22.40
1075	80.70	77.15	58.95	38.36	35.34	31.81	28.34	22.40
1076	80.93	77.47	59.39	38.29	35.32	31.84	28.44	22.38
1077	81.19	77.55	59.65	38.39	35.36	31.91	28.49	22.35
1078	81.24	77.54	59.59	38.94	35.36	31.89	28.41	22.38
1079	81.31	77.60	60.14	39.40	35.39	31.87	28.36	22.40
1080	81.36	77.66	60.48	39.82	35.59	31.89	28.41	22.42
1081	81.33	77.61	60.51	39.73	35.51	31.88	28.38	22.40
1082	81.29	77.64	60.63	39.54	35.42	31.85	28.29	22.39
1083	81.26	77.73	60.71	39.26	35.36	31.84	28.26	22.39
1084	81.28	77.69	60.87	39.01	35.36	31.84	28.15	22.36
1085	81.20	77.47	60.50	38.62	35.36	31.87	28.10	22.36
1086	81.11	77.48	60.19	38.73	35.46	31.88	28.08	22.37
1087	81.20	77.58	60.61	39.19	35.42	31.89	28.15	22.37
1088	81.25	77.80	61.00	39.30	35.43	31.91	28.18	22.39
1089	81.39	77.83	60.84	39.70	35.50	31.94	28.27	22.37
1090	81.40	77.82	61.13	39.56	35.46	31.96	28.38	22.39
1091	81.39	77.79	60.71	39.16	35.46	31.96	28.43	22.38
1092	81.36	77.68	60.48	39.41	35.46	31.94	28.42	22.39
1093	81.34	77.68	60.84	39.48	35.46	31.94	28.42	22.38
1094	81.25	77.73	60.96	39.62	35.50	31.94	28.24	22.36
1095	81.17	77.73	60.69	39.33	35.62	31.93	28.22	22.37
1096	81.18	77.68	60.75	39.32	35.69	31.96	28.22	22.38
1097	81.26	77.70	59.98	39.41	35.65	31.98	28.19	22.39
1098	81.36	77.77	60.50	39.63	35.63	31.98	28.22	22.40
1099	81.39	77.81	60.76	39.74	35.63	32.01	28.28	22.41
1100	81.45	77.91	60.79	39.59	35.65	31.99	28.31	22.41
1101	81.44	77.89	60.95	39.87	35.66	32.00	28.35	22.41
1102	81.54	77.93	61.04	39.59	35.78	32.02	28.29	22.43
1103	81.66	77.98	61.02	39.87	36.06	32.11	28.41	22.45
1104	81.71	77.87	60.81	40.29	36.16	32.12	28.47	22.44
1105	81.63	77.88	60.04	40.21	36.03	32.10	28.44	22.41
1106	81.62	77.98	60.17	39.80	36.01	32.09	28.45	22.40
1107	81.27	77.93	60.20	39.81	35.94	32.09	28.49	22.41
1108	81.06	77.63	59.45	39.62	36.02	32.10	28.43	22.40
1109	80.47	77.01	59.08	39.41	36.09	32.10	28.46	22.41
1110	80.65	76.89	58.84	39.72	36.01	32.10	28.46	22.41
1111	80.92	77.57	59.92	39.85	36.10	32.11	28.53	22.44
1112	81.35	78.04	60.60	40.54	36.08	32.14	28.55	22.43
1113	81.53	78.22	60.75	40.40	36.06	32.10	28.44	22.42
1114	81.70	78.25	60.67	40.27	36.05	32.10	28.53	22.42
1115	81.68	78.18	60.33	39.76	36.00	32.11	28.49	22.43
1116	81.61	78.21	59.84	39.95	35.99	32.12	28.52	22.42
1117	81.67	78.28	59.65	40.21	35.98	32.14	28.54	22.40
1118	81.73	78.12	60.33	40.06	36.25	32.19	28.49	22.40
1119	81.77	78.18	60.06	40.04	36.44	32.23	28.49	22.38
1120	81.83	78.10	59.94	39.77	36.44	32.25	28.47	22.37
1121	81.69	78.04	60.49	39.74	36.62	32.21	28.37	22.37
1122	81.72	78.14	60.75	39.99	36.56	32.22	28.35	22.38
1123	81.62	78.21	60.82	39.84	36.57	32.24	28.49	22.36
1124	81.63	78.15	59.74	39.61	36.56	32.25	28.60	22.38
1125	81.41	77.49	59.51	39.59	36.52	32.29	28.64	22.39
1126	81.37	77.71	59.54	39.23	36.58	32.31	28.61	22.37
1127	81.53	77.77	59.68	39.37	36.85	32.31	28.59	22.38
1128	81.72	78.12	59.53	39.65	36.91	32.30	28.58	22.38
1129	81.89	78.30	59.62	39.37	36.82	32.30	28.58	22.38
1130	81.89	78.15	59.62	39.21	36.64	32.29	28.49	22.37
1131	81.97	78.41	60.29	39.04	36.45	32.28	28.40	22.37
1132	82.11	78.52	60.44	39.05	36.49	32.29	28.39	22.39
1133	82.16	78.54	60.24	39.32	36.48	32.30	28.44	22.40
1134	82.09	78.30	60.72	39.70	36.63	32.35	28.50	22.42
1135	81.93	77.97	60.34	39.86	36.79	32.42	28.55	22.43
1136	81.98	78.30	59.93	39.72	36.80	32.44	28.54	22.41
1137	82.02	78.31	60.02	39.55	36.72	32.45	28.54	22.42
1138	80.87	78.13	60.50	39.65	36.92	32.46	28.67	22.43
1139	80.68	78.54	61.00	39.93	36.79	32.47	28.85	22.44
1140	81.19	78.58	60.52	39.91	36.90	32.46	28.86	22.44
1141	81.47	78.50	60.23	40.08	36.91	32.50	28.84	22.42
1142	81.53	78.54	59.67	39.98	36.83	32.50	28.82	22.40
1143	80.96	77.68	59.67	39.81	36.75	32.48	28.76	22.41
1144	81.33	78.33	60.51	39.81	36.69	32.47	28.74	22.41
1145	81.74	78.70	61.06	40.24	36.74	32.45	28.72	22.40
1146	81.99	78.78	61.18	40.01	36.64	32.44	28.74	22.40
1147	82.12	78.74	60.78	39.67	36.49	32.45	28.77	22.41
1148	81.89	78.26	60.57	39.40	36.45	32.45	28.77	22.42
1149	81.68	78.47	60.70	39.31	36.42	32.46	28.80	22.41
1150	81.86	78.56	60.64	39.32	36.42	32.47	28.74	22.42
1151	81.98	78.52	60.58	39.29	36.36	32.48	28.71	22.43
1152	82.03	78.62	60.53	39.31	36.32	32.48	28.71	22.43
1153	82.05	78.74	60.91	39.23	36.19	32.46	28.67	22.43
1154	82.11	78.71	60.75	39.05	36.18	32.47	28.65	22.44
1155	82.07	78.58	60.78	38.85	36.12	32.51	28.71	22.45
1156	82.08	78.62	60.55	38.69	36.01	32.53	28.72	22.45
1157	82.19	78.76	60.19	38.73	36.23	32.54	28.65	22.41
1158	82.32	78.85	60.61	39.65	36.60	32.58	28.57	22.41
1159	82.28	78.80	60.95	40.07	36.75	32.57	28.53	22.41
1160	82.14	78.63	60.68	39.97	36.75	32.60	28.54	22.41
1161	81.94	77.89	60.26	39.87	36.84	32.60	28.54	22.43
1162	81.80	78.33	60.66	39.65	36.87	32.59	28.61	22.44
1163	81.93	78.54	60.45	39.41	36.79	32.62	28.74	22.44
1164	81.96	78.22	59.97	39.22	36.71	32.64	28.86	22.43
1165	81.11	77.75	60.44	39.13	36.65	32.65	28.90	22.42
1166	81.38	78.55	60.90	39.18	36.75	32.65	28.82	22.42
1167	81.81	78.71	60.85	39.88	36.76	32.63	28.80	22.42
1168	81.93	78.78	61.31	40.32	36.70	32.62	28.82	22.42
1169	82.00	78.85	61.54	40.14	36.67	32.67	28.91	22.41
1170	82.01	78.91	61.07	39.87	36.70	32.68	28.95	22.39
1171	82.10	78.90	60.71	39.86	36.78	32.67	28.81	22.39
1172	82.17	78.92	60.94	40.37	36.69	32.64	28.78	22.41
1173	82.24	78.87	61.28	40.27	36.67	32.67	28.78	22.41
1174	82.13	78.68	60.61	40.66	36.72	32.68	28.76	22.42
1175	81.83	78.39	60.76	40.56	36.61	32.67	28.91	22.44
1176	81.50	78.01	60.43	40.17	36.69	32.71	28.98	22.46
1177	81.81	78.68	60.72	40.02	36.64	32.71	28.92	22.45
1178	82.09	78.95	61.34	40.44	36.75	32.68	28.89	22.46
1179	82.26	79.08	61.45	40.70	36.83	32.68	28.95	22.46
1180	82.18	79.06	61.31	40.32	36.74	32.67	28.89	22.44
1181	82.19	78.86	60.14	39.90	36.86	32.68	28.89	22.44
1182	82.00	78.21	60.46	39.65	36.76	32.73	28.84	22.44
1183	82.13	78.56	61.06	39.71	36.74	32.77	28.85	22.43
1184	82.12	78.53	60.17	39.67	36.95	32.81	28.96	22.43
1185	81.51	78.73	60.78	40.00	36.92	32.81	28.95	22.42
1186	81.94	79.04	60.87	39.83	36.91	32.77	28.93	22.42
1187	82.25	79.10	61.35	39.60	36.80	32.77	28.98	22.42
1188	82.38	79.15	61.72	39.09	36.74	32.78	29.10	22.42
1189	82.48	78.91	61.82	38.96	36.71	32.81	29.19	22.43
1190	82.54	79.03	61.59	39.30	36.64	32.85	29.32	22.43
1191	82.56	79.10	61.95	39.74	36.71	32.86	29.37	22.42
1192	82.35	79.01	62.03	40.31	36.80	32.89	29.30	22.42
1193	82.34	79.23	62.37	40.70	36.96	32.88	29.16	22.41
1194	82.65	79.25	62.38	41.07	37.30	32.87	29.05	22.41
1195	82.70	79.23	62.35	41.13	37.22	32.88	29.12	22.41
1196	82.53	79.19	62.09	40.73	37.08	32.86	29.08	22.39
1197	82.53	79.13	61.20	40.95	37.09	32.86	29.02	22.39
1198	82.27	78.64	61.69	41.25	37.04	32.86	28.96	22.39
1199	82.21	78.98	62.11	41.68	37.07	32.86	28.94	22.39
1200	82.46	79.18	62.40	41.13	36.96	32.83	28.91	22.40
1201	82.52	79.25	62.13	40.71	36.91	32.85	28.94	22.40
1202	82.55	79.18	61.05	40.16	36.90	32.87	28.95	22.41
1203	82.74	79.17	60.78	39.89	37.00	32.89	29.00	22.40
1204	82.77	78.76	61.27	39.90	37.08	32.92	29.04	22.42
1205	82.77	78.94	61.62	40.14	37.14	32.92	29.05	22.40
1206	82.77	78.97	62.06	40.38	37.14	32.91	29.09	22.43
1207	82.89	79.05	61.25	40.65	37.22	32.91	29.09	22.45
1208	82.91	79.20	60.84	40.67	37.32	32.94	29.12	22.43
1209	82.92	79.30	60.95	40.72	37.30	32.95	29.17	22.41
1210	81.76	78.85	61.81	40.92	37.41	32.95	29.15	22.42
1211	81.86	79.24	61.48	40.82	37.30	32.96	29.05	22.40
1212	82.23	79.48	60.95	40.57	37.49	32.98	29.04	22.41
1213	82.31	79.38	61.40	40.86	37.51	33.00	29.08	22.40
1214	82.46	79.47	61.89	40.59	37.49	32.99	29.01	22.39
1215	82.55	79.46	60.97	40.29	37.52	32.96	28.86	22.36
1216	82.60	79.57	61.31	40.49	37.47	32.94	28.84	22.36
1217	82.46	79.26	60.80	40.12	37.39	32.98	28.83	22.37
1218	81.87	79.16	60.01	39.94	37.53	33.02	28.87	22.39
1219	82.23	79.40	60.36	39.95	37.51	33.05	28.94	22.41
